date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:43:02	99941/99941	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202024%2013:31:21%20GMT	https://studiowaterbear.com/__static/b88a4ed4d571be749b6952323a24d9c2/3.jpg	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/__static/b88a4ed4d571be749b6952323a24d9c2/3.jpg	(from https://studiowaterbear.com/soul-devourer/)
21:43:04	137258/137258	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202024%2013:30:25%20GMT	https://studiowaterbear.com/__static/cac97b9c44ebab0c158cedc33d61ee25/12.jpg	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/__static/cac97b9c44ebab0c158cedc33d61ee25/12.jpg	(from https://studiowaterbear.com/soul-devourer/)
21:43:06	189349/189349	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202024%2013:30:39%20GMT	https://studiowaterbear.com/__static/19c3fa67328cf69b9df4c0b0dcb360e3/2(2).jpg	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/__static/19c3fa67328cf69b9df4c0b0dcb360e3/2(2).jpg	(from https://studiowaterbear.com/soul-devourer/)
21:43:08	182330/182330	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202024%2013:30:55%20GMT	https://studiowaterbear.com/__static/dc94cc04a61bce38196b9e045065fe48/5.jpg	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/__static/dc94cc04a61bce38196b9e045065fe48/5.jpg	(from https://studiowaterbear.com/soul-devourer/)
21:43:09	129979/129979	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202024%2013:31:17%20GMT	https://studiowaterbear.com/__static/aba5ec30ea16ab2c883f0874c8bbef9f/4.jpg	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/__static/aba5ec30ea16ab2c883f0874c8bbef9f/4.jpg	(from https://studiowaterbear.com/soul-devourer/)
21:43:11	165004/165004	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202024%2013:30:20%20GMT	https://studiowaterbear.com/__static/4fd24e7565b683c28a863b68b92d1f07/13.jpg	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/__static/4fd24e7565b683c28a863b68b92d1f07/13.jpg	(from https://studiowaterbear.com/soul-devourer/)
21:43:13	185103/185103	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202024%2013:30:35%20GMT	https://studiowaterbear.com/__static/a3801b7352b311a183fb4fb7cb2795e1/11.jpg	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/__static/a3801b7352b311a183fb4fb7cb2795e1/11.jpg	(from https://studiowaterbear.com/soul-devourer/)
21:43:15	145976/145976	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202024%2013:30:51%20GMT	https://studiowaterbear.com/__static/42e55a477cee1e8830fc5042cab0add2/6.jpg	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/__static/42e55a477cee1e8830fc5042cab0add2/6.jpg	(from https://studiowaterbear.com/soul-devourer/)
21:43:16	245/245	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2031%20May%202024%2018:43:18%20GMT	https://studiowaterbear.com/about-us	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/about-us.23.delayed	(from https://studiowaterbear.com/about-us/)
21:43:16	0/-1	---M--	301	error ('')			https://studiowaterbear.com/about-us	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/about-us.24.delayed	(from https://studiowaterbear.com/about-us/)
21:43:19	244/244	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2031%20May%202024%2018:43:21%20GMT	https://studiowaterbear.com/contact	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/contact.26.delayed	(from https://studiowaterbear.com/contact/)
21:43:19	0/-1	---M--	301	error ('')			https://studiowaterbear.com/contact	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/contact.27.delayed	(from https://studiowaterbear.com/contact/)
21:43:20	26592/26592	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202024%2013:31:04%20GMT	https://studiowaterbear.com/__static/468c171ae0741e65e443341d87c653ab/logo-no-word-m.png	C:/My%20Web%20Sites/dffdg/studiowaterbear.com/__static/468c171ae0741e65e443341d87c653ab/logo-no-word-m.png	(from https://studiowaterbear.com/about-us/)
